Date,Open,High,Low,Close,Adj Close,Volume
2016-12-01,null,null,null,null,null,null
2017-01-01,963.380005,1150.630005,739.549988,965.489990,965.489990,2027801302
2017-02-01,965.489990,1211.739990,924.650024,1189.270020,1189.270020,1393614642
2017-03-01,1189.270020,1330.420044,890.429993,1079.109985,1079.109985,2967942072
2017-03-31,1079.109985,1358.939941,841.530029,1351.910034,1351.910034,1905894046
2017-04-30,1351.910034,2781.760010,1342.780029,2303.340088,2303.340088,6716681686
2017-05-31,2303.340088,2985.060059,2125.560059,2480.610107,2480.610107,8658848136
2017-06-30,2480.610107,2932.810059,1808.989990,2883.270020,2883.270020,9287236267
2017-07-31,2883.270020,4765.069824,2659.620117,4735.109863,4735.109863,12036541012
2017-08-31,4735.109863,4976.520020,2979.879883,4360.620117,4360.620117,15704735466
2017-09-30,4360.620117,6467.200195,4143.350098,6451.240234,6451.240234,16144796561
2017-11-01,6449.100098,11417.839844,5493.640137,9946.759766,9946.759766,30276851678
2017-12-01,9947.080078,19870.619141,9420.929688,13850.400391,13850.400391,76343716569
2018-01-01,13850.490234,17252.849609,9205.379883,10226.860352,10226.860352,51588818253
2018-02-01,10226.860352,11802.230469,5968.359863,10334.440430,10334.440430,43084163298
2018-03-01,10334.440430,11694.150391,6595.259766,6943.770020,6943.770020,35876964576
