Date,Open,High,Low,Close,Adj Close,Volume
2011-12-01,null,null,null,null,null,null
2012-01-01,65.589996,66.000000,64.339996,65.910004,54.903618,212136100
2012-02-01,65.970001,66.320000,64.019997,65.080002,54.212208,192370000
2012-03-01,65.110001,66.180000,64.120003,65.959999,55.430599,208163900
2012-04-01,66.040001,66.300003,62.759998,65.099998,54.707878,229665900
2012-05-01,64.910004,65.489998,62.000000,62.430000,52.464111,278010100
2012-06-01,62.040001,67.699997,61.709999,67.559998,57.327904,451142100
2012-07-01,67.419998,69.699997,67.000000,69.220001,58.736485,273347200
2012-08-01,69.480003,69.750000,66.849998,67.430000,57.217590,224101500
2012-09-01,67.489998,69.639999,66.970001,68.910004,59.004784,200224200
2012-10-01,68.919998,72.739998,67.800003,70.820000,60.640232,267146700
2012-11-01,71.099998,71.900002,68.510002,69.730003,59.706902,211662500
2012-12-01,69.800003,71.620003,69.180000,70.099998,60.554516,232603000
2013-01-01,71.019997,74.800003,70.300003,73.919998,63.854351,209813800
2013-02-01,74.139999,77.019997,73.559998,76.110001,65.746140,177978400
2013-03-01,75.790001,81.589996,75.730003,81.529999,70.991447,193396300
2013-04-01,81.389999,85.889999,80.309998,85.230003,74.213188,218722300
2013-05-01,84.500000,89.989998,83.879997,84.180000,73.298912,220724300
2013-06-01,84.279999,87.820000,82.120003,85.860001,75.323753,210552200
2013-07-01,85.720001,94.419998,85.500000,93.500000,82.026207,200315600
2013-08-01,94.160004,94.400002,85.849998,86.410004,75.806259,204260800
2013-09-01,86.889999,90.720001,86.000000,86.690002,76.624886,158876500
2013-10-01,86.589996,93.449997,85.500000,92.610001,81.857544,173024000
2013-11-01,92.379997,95.989998,92.279999,94.660004,83.669533,131026200
2013-12-01,94.410004,94.790001,89.769997,91.589996,81.521126,151086000
2014-01-01,91.139999,95.379997,88.150002,88.470001,78.744141,192804300
2014-02-01,88.750000,92.989998,86.089996,92.120003,81.992874,162234700
2014-03-01,91.129997,98.599998,90.830002,98.230003,88.060326,181324400
2014-04-01,98.309998,101.980003,96.050003,101.290001,90.803528,180242400
2014-05-01,100.769997,101.540001,98.879997,101.459999,90.955917,124656300
2014-06-01,101.540001,106.000000,101.010002,104.620003,94.442421,123927200
2014-07-01,105.150002,106.739998,100.050003,100.089996,90.353104,148795100
2014-08-01,99.760002,104.419998,98.800003,103.730003,93.639000,120163600
2014-09-01,103.300003,108.769997,103.019997,106.589996,96.871605,130571800
2014-10-01,105.980003,108.180000,95.099998,107.779999,97.953094,232630100
2014-11-01,107.830002,109.489998,106.599998,108.250000,98.380249,125669200
2014-12-01,107.889999,108.989998,102.500000,104.570000,95.654716,175446100
2015-01-01,105.050003,106.500000,100.089996,100.139999,91.602402,195006200
2015-02-01,100.489998,103.330002,97.150002,102.510002,93.770363,191253200
2015-03-01,102.510002,103.410004,98.220001,100.599998,92.667351,177171500
2015-04-01,100.459999,102.139999,98.040001,99.199997,91.377762,171516600
2015-05-01,99.620003,104.480003,98.660004,100.139999,92.243629,143397000
2015-06-01,100.279999,100.839996,97.010002,97.459999,90.429619,170004700
2015-07-01,98.300003,101.360001,96.639999,100.209999,92.981247,151835800
2015-08-01,100.000000,101.000000,81.790001,93.980003,87.200653,194529500
2015-09-01,92.290001,96.190002,89.900002,93.349998,87.278694,201468300
2015-10-01,93.430000,102.120003,91.760002,101.029999,94.459206,191488000
2015-11-01,101.180000,103.000000,99.739998,101.239998,94.655556,126167400
2015-12-01,101.730003,105.489998,100.309998,102.720001,96.747269,161913500
2016-01-01,101.709999,104.750000,94.279999,104.440002,98.367264,211220200
2016-02-01,103.610001,106.919998,99.779999,105.209999,99.092484,201229200
2016-03-01,105.900002,109.559998,105.440002,108.199997,102.647179,172787600
2016-04-01,108.000000,114.190002,107.690002,112.080002,106.328056,157993400
2016-05-01,112.220001,115.000000,111.699997,112.690002,106.906746,140923300
2016-06-01,112.690002,121.410004,112.070000,121.300003,115.896492,167568200
2016-07-01,121.300003,126.070000,120.790001,125.230003,119.651413,131940500
2016-08-01,125.309998,125.900002,118.330002,119.339996,114.023788,138460200
2016-09-01,119.190002,119.970001,117.040001,118.129997,113.620636,130230800
2016-10-01,118.000000,120.199997,112.989998,115.989998,111.562332,139951300
2016-11-01,114.760002,122.500000,111.300003,111.300003,107.051369,171031400
2016-12-01,111.360001,117.300003,109.320000,115.209999,111.577858,137353100
2017-01-01,115.779999,117.000000,110.760002,113.250000,109.679642,143280200
