Date,Open,High,Low,Close,Adj Close,Volume
2016-12-01,null,null,null,null,null,null
2017-01-01,78.760002,84.269997,78.489998,82.709999,81.985901,159174300
2017-02-01,82.900002,88.489998,81.570000,87.940002,87.170113,167711400
2017-03-01,88.739998,92.050003,87.849998,88.870003,88.259651,176909000
2017-04-01,89.139999,92.800003,88.129997,91.220001,90.593506,156732200
2017-05-01,91.290001,95.529999,91.139999,95.230003,94.575966,158133400
2017-06-01,95.400002,96.599998,92.800003,93.779999,93.301186,199847800
2017-07-01,94.379997,101.180000,93.190002,99.559998,99.051674,156786000
2017-08-01,100.360001,104.199997,99.430000,103.519997,102.991463,151827700
2017-09-01,104.040001,106.839996,102.260002,105.239998,104.871277,141274000
2017-10-01,105.540001,110.739998,104.900002,109.980003,109.594681,142874100
2017-11-01,110.500000,113.620003,106.900002,112.589996,112.195526,137176700
2017-12-01,112.379997,114.919998,106.599998,114.019997,113.821838,178517500
2018-01-01,114.570000,126.879997,113.949997,124.230003,124.014099,151396400
2018-02-01,124.739998,126.260002,111.019997,122.940002,122.726341,186505200
2018-03-01,123.260002,125.440002,116.029999,119.620003,119.620003,182821300
2018-03-29,117.680000,120.594902,117.040001,119.620003,119.620003,12918073
