Date,Open,High,Low,Close,Adj Close,Volume
2016-12-01,null,null,null,null,null,null
2017-01-01,115.779999,117.000000,110.760002,113.250000,109.679642,143280200
2017-02-01,112.480003,122.879997,112.470001,122.209999,118.357162,133775200
2017-03-01,122.489998,129.000000,122.389999,124.550003,121.421570,166544900
2017-04-01,124.730003,125.809998,120.949997,123.470001,120.368690,106180700
2017-05-01,123.400002,128.800003,122.339996,128.250000,125.028625,112541500
2017-06-01,128.320007,137.000000,128.119995,132.289993,129.822372,145513900
2017-07-01,132.789993,137.080002,129.570007,132.720001,130.244354,107885800
2017-08-01,133.169998,134.970001,130.899994,132.369995,129.900894,107036400
2017-09-01,132.600006,135.789993,129.050003,130.009995,128.396515,116205400
2017-10-01,130.160004,144.350006,130.020004,139.410004,137.679855,123841100
2017-11-01,139.830002,141.869995,136.600006,139.330002,137.600845,93742200
2017-12-01,139.570007,143.800003,138.600006,139.720001,138.831009,114023200
2018-01-01,139.660004,148.320007,138.100006,138.190002,137.310745,170954200
2018-02-01,137.529999,140.669998,122.150002,129.880005,129.053619,177033700
2018-03-01,129.110001,135.699997,124.900002,128.149994,128.149994,151769100
2018-03-29,127.970001,128.759995,126.820000,128.149994,128.149994,6119424
