Date,Open,High,Low,Close,Adj Close,Volume
2011-12-01,null,null,null,null,null,null
2012-01-01,74.699997,76.699997,72.739998,74.180000,63.379501,103787200
2012-02-01,74.959999,76.739998,74.300003,74.949997,64.037407,84337600
2012-03-01,74.959999,75.809998,72.300003,74.370003,63.915821,89633300
2012-04-01,74.000000,77.570000,70.589996,76.800003,66.004234,85289300
2012-05-01,76.589996,77.830002,68.930000,69.610001,59.824928,88091800
2012-06-01,68.669998,74.370003,66.820000,74.300003,64.230461,88430100
2012-07-01,74.209999,75.959999,70.849998,73.910004,63.893318,86964700
2012-08-01,74.320000,74.690002,70.019997,71.400002,61.723492,85793400
2012-09-01,71.500000,73.269997,69.029999,69.599998,60.528278,103075800
2012-10-01,69.860001,75.000000,69.199997,70.440002,61.258770,92093600
2012-11-01,70.589996,74.860001,69.300003,74.279999,64.598267,101603600
2012-12-01,74.410004,76.559998,72.930000,75.360001,65.940361,90048100
2013-01-01,76.550003,78.019997,72.680000,73.870003,64.636597,191804200
2013-02-01,74.489998,77.930000,74.230003,76.900002,67.287849,101429400
2013-03-01,76.699997,86.839996,76.169998,85.849998,75.601685,105390300
2013-04-01,85.599998,93.379997,83.800003,91.410004,80.497955,106380800
2013-05-01,91.080002,101.470001,90.720001,99.019997,87.199516,111622200
2013-06-01,99.360001,104.150002,96.309998,102.440002,90.675186,99711500
2013-07-01,102.930000,109.489998,98.989998,105.099998,93.029686,152799000
2013-08-01,105.989998,107.949997,101.769997,103.919998,91.985214,79814700
2013-09-01,105.129997,120.379997,104.620003,117.500000,104.479004,89293700
2013-10-01,117.970001,131.880005,113.339996,130.500000,116.038391,102075200
2013-11-01,130.899994,142.000000,130.580002,134.250000,119.372810,88250600
2013-12-01,134.990005,138.880005,130.550003,136.490005,121.806923,78680000
2014-01-01,136.009995,144.570007,123.080002,125.260002,111.784966,113971400
2014-02-01,124.239998,130.940002,118.769997,128.919998,115.051224,119986800
2014-03-01,127.180000,131.000000,121.370003,125.489998,112.621857,97798400
2014-04-01,126.239998,131.500000,121.919998,129.020004,115.789886,77966900
2014-05-01,128.740005,135.440002,128.270004,135.250000,121.381035,61514500
2014-06-01,135.500000,138.389999,126.199997,127.230003,114.824135,78754100
2014-07-01,127.660004,130.580002,120.410004,120.480003,108.732315,111816600
2014-08-01,120.449997,129.130005,117.870003,126.800003,114.436073,79247500
2014-09-01,125.620003,129.869995,124.099998,127.379997,115.655701,75364300
2014-10-01,127.370003,128.000000,116.320000,124.910004,113.413063,107425800
2014-11-01,125.349998,135.779999,123.370003,134.360001,121.993263,72415400
2014-12-01,134.309998,134.399994,120.580002,129.979996,118.705017,96842100
2015-01-01,131.070007,148.250000,126.180000,145.369995,132.760010,108953000
2015-02-01,143.720001,158.830002,143.050003,150.850006,137.764664,92501800
2015-03-01,150.850006,156.910004,145.960007,150.080002,137.909164,81417100
2015-04-01,149.970001,155.500000,142.750000,143.339996,131.715775,84494200
2015-05-01,144.410004,148.300003,140.320007,140.520004,129.124451,79281400
2015-06-01,141.449997,146.529999,138.440002,138.720001,128.287308,70426300
2015-07-01,140.479996,149.179993,139.000000,144.169998,133.327438,70138100
2015-08-01,144.440002,146.770004,115.139999,130.679993,120.851974,92706100
2015-09-01,128.160004,139.910004,126.940002,130.949997,121.874298,81148500
2015-10-01,131.320007,149.600006,128.559998,148.070007,137.807785,92056900
2015-11-01,148.380005,150.589996,141.589996,145.449997,135.369370,52868200
2015-12-01,146.539993,149.800003,138.889999,144.589996,135.401001,79585600
2016-01-01,141.380005,141.699997,115.019997,120.129997,112.495483,135840800
2016-02-01,119.639999,124.910004,102.099998,118.180000,110.669418,153106200
2016-03-01,119.010002,136.779999,118.250000,126.940002,119.972717,107811800
2016-04-01,126.230003,137.889999,125.110001,134.800003,127.401306,96152000
2016-05-01,134.380005,135.240005,125.879997,126.150002,119.226074,82219600
2016-06-01,126.000000,134.550003,122.349998,129.869995,123.743073,102652400
2016-07-01,129.539993,139.449997,123.959999,133.660004,127.354294,76099900
2016-08-01,133.210007,136.369995,129.139999,129.449997,123.342888,61444000
2016-09-01,130.029999,133.080002,126.309998,131.740005,126.565109,71550300
2016-10-01,131.279999,146.229996,130.740005,142.429993,136.835190,80920900
2016-11-01,142.949997,153.080002,138.800003,150.559998,144.645813,73628200
2016-12-01,150.740005,160.070007,150.020004,155.679993,150.713242,62860400
2017-01-01,156.300003,170.000000,155.210007,163.419998,158.206314,73355200
